Year,School_Name,School_Type,School_Category,Ownership_Type,Classes,Students
2023,Hegelstr.,Primary School,General Education School System,Municipal,9,167
2023,Im Nordpark,Primary School,General Education School System,Municipal,12,270
2023,Am Umfassungsweg,Primary School,General Education School System,Municipal,9,176
2023,An der Klosterwuhne,Primary School,General Education School System,Municipal,15,319
2023,Am Vogelgesang,Primary School,General Education School System,Municipal,11,288
2023,Am Kannenstieg,Primary School,General Education School System,Municipal,13,294
2023,Kritzmannstraße,Primary School,General Education School System,Municipal,13,287
2023,Nordwest,Primary School,General Education School System,Municipal,8,157
2023,Alt Olvenstedt,Primary School,General Education School System,Municipal,8,180
2023,Am Fliederhof,Primary School,General Education School System,Municipal,10,227
2023,Am Grenzweg,Primary School,General Education School System,Municipal,15,312
2023,Am Glacis,Primary School,General Education School System,Municipal,8,184
2023,Am Westring,Primary School,General Education School System,Municipal,11,230
2023,Diesdorf,Primary School,General Education School System,Municipal,15,338
2023,Friedenshöhe,Primary School,General Education School System,Municipal,11,224
2023,Ottersleben,Primary School,General Education School System,Municipal,20,442
2023,Lindenhof,Primary School,General Education School System,Municipal,16,366
2023,Am Hopfengarten,Primary School,General Education School System,Municipal,8,179
2023,Buckau,Primary School,General Education School System,Municipal,8,157
2023,Salbke,Primary School,General Education School System,Municipal,10,202
2023,Westerhüsen,Primary School,General Education School System,Municipal,8,151
2023,Am Elbdamm,Primary School,General Education School System,Municipal,8,142
2023,Am Brückfeld,Primary School,General Education School System,Municipal,10,217
2023,Am Pechauer Platz,Primary School,General Education School System,Municipal,13,274
2023,Rothensee,Primary School,General Education School System,Municipal,7,130
2023,St. Mechthild,Primary School,General Education School System,Independent/Private,8,181
2023,Evangelische GS MD,Primary School,General Education School System,Independent/Private,8,167
2023,Dreispr. Internat. GS,Primary School,General Education School System,Independent/Private,12,260
2023,G.W.Leibniz,Community School,General Education School System,Municipal,17,416
2023,W.Weitling,Community School,General Education School System,Municipal,18,432
2023,O.Linke,Community School,General Education School System,Municipal,14,373
2023,J.W.v.Goethe,Community School,General Education School System,Municipal,20,470
2023,E.Wille,Community School,General Education School System,Municipal,16,409
2023,A.W.Francke,Community School,General Education School System,Municipal,18,478
2023,H.Heine,Community School,General Education School System,Municipal,13,301
2023,Th.Mann,Community School,General Education School System,Municipal,12,322
2023,H.Schellheimer Sp.Sek.,Secondary School,General Education School System,Municipal,13,307
2023,Hegel - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,37,921
2023,A. - Einstein - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,37,840
2023,Geschw. - Scholl - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,43,1038
2023,Gymnasium W. - v. - Siemens,Grammar School (Gymnasium),General Education School System,Municipal,24,574
2023,Sportgymnasium Magdeburg,Grammar School (Gymnasium),General Education School System,Municipal,26,523
2023,Norbertusgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,34,905
2023,Ökumenisches Domgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,34,847
2023,"IGS ""W. Brandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,37,914
2023,"IGS ""Regine Hildebrandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,47,1119
2023,Comenius,Special Needs School,General Education School System,Municipal,17,191
2023,Salzmann,Special Needs School,General Education School System,Municipal,16,176
2023,Kästner,Special Needs School,General Education School System,Municipal,15,173
2023,Anne Frank,Special Needs School,General Education School System,Municipal,10,117
2023,Regenbogen,Special Needs School,General Education School System,Municipal,14,124
2023,Am Wasserfall,Special Needs School,General Education School System,Municipal,15,123
2023,H. Kükelhaus,Special Needs School,General Education School System,Municipal,12,105
2023,"BbS ""O. v. Guericke"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,120,2522
2023,"BbS ""H. Beims"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,42,621
2023,"BbS ""Eike v. Repgow"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,89,1571
2023,"BbS ""Dr. O. Schlein"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,19,395
2023,"BbS ""O. v. Guericke"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,22,333
2023,"BbS ""H. Beims"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,45,702
2023,"BbS ""Eike v. Repgow"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,3,38
2023,"BbS ""Dr. O. Schlein"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,50,919
2023,Evangelische Sek.,Secondary School,General Education School System,Independent/Private,12,298
2023,Leipziger Straße,Primary School,General Education School System,Municipal,13,272
2023,Freie Waldorfschule,Primary School,General Education School System,Independent/Private,8,188
2023,Freie Waldorfschule,Waldorf School,General Education School System,Independent/Private,17,404
2023,Abendsekundarschule,Evening Secondary School,Schools of Second Education Pathway (Adult Education),Municipal,2,34
2023,Domgrundschule,Primary School,General Education School System,Independent/Private,8,177
2023,Neue Schule,New School,General Education School System,Municipal,13,281
2023,Stadtfeld,Primary School,General Education School System,Municipal,15,308
2023,Th. Müntzer,Community School,General Education School System,Municipal,14,341
2023,Editha-Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,37,865
2023,Sudenburg,Primary School,General Education School System,Municipal,15,334
2023,Makarenkoschule1,Special Needs School,General Education School System,Municipal,16,128
2023,Weitlingstraße,Primary School,General Education School System,Municipal,6,133
2023,Annastraße,Primary School,General Education School System,Municipal,12,242
2023,Schmeilstraße,Primary School,General Education School System,Municipal,3,63
2023,Stiftungsgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,18,452
2023,Moldenstraße,Primary School,General Education School System,Municipal,10,208
2023,B.-Brecht-Straße,Primary School,General Education School System,Municipal,11,240
2023,Am Sternsee,Special Needs School,General Education School System,Municipal,21,156
2023,"BbS ""Dr. Otto Schlein"" Pflegeschule",Vocational School (Nursing),Vocational School System,Municipal,33,26
2023,Freie Schule,Primary School,General Education School System,Independent/Private,4,98
2023,Sek. LebenLernen,Secondary School,General Education School System,Independent/Private,9,182
2023,Hand in Hand,Special Needs School,General Education School System,Municipal,12,84
2023,Abendgymnasium (Standort MD und Halle),Evening Grammar School,Schools of Second Education Pathway (Adult Education),Municipal,6,52
2023,Kolleg(Standort MD und Halle),Adult Education College (Kolleg),Schools of Second Education Pathway (Adult Education),Municipal,14,192
2022,Hegelstr.,Primary School,General Education School System,Municipal,9,148
2022,Im Nordpark,Primary School,General Education School System,Municipal,13,289
2022,Am Umfassungsweg,Primary School,General Education School System,Municipal,7,152
2022,An der Klosterwuhne,Primary School,General Education School System,Municipal,14,312
2022,Am Vogelgesang,Primary School,General Education School System,Municipal,11,278
2022,Am Kannenstieg,Primary School,General Education School System,Municipal,13,287
2022,Kritzmannstraße,Primary School,General Education School System,Municipal,13,281
2022,Nordwest,Primary School,General Education School System,Municipal,8,161
2022,Alt Olvenstedt,Primary School,General Education School System,Municipal,8,185
2022,Am Fliederhof,Primary School,General Education School System,Municipal,10,228
2022,Am Grenzweg,Primary School,General Education School System,Municipal,15,316
2022,Am Glacis,Primary School,General Education School System,Municipal,8,182
2022,Am Westring,Primary School,General Education School System,Municipal,9,192
2022,Diesdorf,Primary School,General Education School System,Municipal,14,292
2022,Friedenshöhe,Primary School,General Education School System,Municipal,11,226
2022,Ottersleben,Primary School,General Education School System,Municipal,19,451
2022,Lindenhof,Primary School,General Education School System,Municipal,17,365
2022,Am Hopfengarten,Primary School,General Education School System,Municipal,8,183
2022,Buckau,Primary School,General Education School System,Municipal,7,152
2022,Salbke,Primary School,General Education School System,Municipal,11,222
2022,Westerhüsen,Primary School,General Education School System,Municipal,8,160
2022,Am Elbdamm,Primary School,General Education School System,Municipal,8,158
2022,Am Brückfeld,Primary School,General Education School System,Municipal,9,199
2022,Am Pechauer Platz,Primary School,General Education School System,Municipal,12,267
2022,Rothensee,Primary School,General Education School System,Municipal,6,122
2022,St. Mechthild,Primary School,General Education School System,Independent/Private,8,187
2022,Evangelische GS MD,Primary School,General Education School System,Independent/Private,8,167
2022,Dreispr. Internat. GS,Primary School,General Education School System,Independent/Private,12,270
2022,G.W.Leibniz,Community School,General Education School System,Municipal,16,375
2022,W.Weitling,Community School,General Education School System,Municipal,17,406
2022,O.Linke,Community School,General Education School System,Municipal,14,343
2022,J.W.v.Goethe,Community School,General Education School System,Municipal,19,380
2022,E.Wille,Community School,General Education School System,Municipal,15,373
2022,A.W.Francke,Community School,General Education School System,Municipal,18,439
2022,H.Heine,Community School,General Education School System,Municipal,12,298
2022,Th.Mann,Community School,General Education School System,Municipal,12,303
2022,H.Schellheimer Sp.Sek.,Secondary School,General Education School System,Municipal,13,303
2022,Hegel - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,40,1001
2022,A. - Einstein - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,35,816
2022,Geschw. - Scholl - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,42,1020
2022,Gymnasium W. - v. - Siemens,Grammar School (Gymnasium),General Education School System,Municipal,24,573
2022,Sportgymnasium Magdeburg,Grammar School (Gymnasium),General Education School System,Municipal,26,541
2022,Norbertusgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,34,914
2022,Ökumenisches Domgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,32,859
2022,"IGS ""W. Brandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,38,867
2022,"IGS ""Regine Hildebrandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,47,1115
2022,Comenius,Special Needs School,General Education School System,Municipal,16,171
2022,Salzmann,Special Needs School,General Education School System,Municipal,16,184
2022,Kästner,Special Needs School,General Education School System,Municipal,15,157
2022,Anne Frank,Special Needs School,General Education School System,Municipal,10,123
2022,Regenbogen,Special Needs School,General Education School System,Municipal,14,121
2022,Am Wasserfall,Special Needs School,General Education School System,Municipal,15,121
2022,H. Kükelhaus,Special Needs School,General Education School System,Municipal,13,105
2022,"BbS ""O. v. Guericke"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,119,2479
2022,"BbS ""H. Beims"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,43,639
2022,"BbS ""Eike v. Repgow"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,88,1574
2022,"BbS ""Dr. O. Schlein"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,20,427
2022,"BbS ""O. v. Guericke"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,26,387
2022,"BbS ""H. Beims"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,44,765
2022,"BbS ""Eike v. Repgow"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,1,20
2022,"BbS ""Dr. O. Schlein"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,50,945
2022,Evangelische Sek.,Secondary School,General Education School System,Independent/Private,11,273
2022,Leipziger Straße,Primary School,General Education School System,Municipal,13,274
2022,Freie Waldorfschule,Primary School,General Education School System,Independent/Private,8,191
2022,Freie Waldorfschule,Waldorf School,General Education School System,Independent/Private,17,403
2022,Abendgymnasium,Evening Grammar School,Schools of Second Education Pathway (Adult Education),Municipal,3,24
2022,Kolleg,Adult Education College (Kolleg),Schools of Second Education Pathway (Adult Education),Municipal,6,110
2022,Abendsekundarschule,Evening Secondary School,Schools of Second Education Pathway (Adult Education),Municipal,2,60
2022,Domgrundschule,Primary School,General Education School System,Independent/Private,8,178
2022,Neue Schule,New School,General Education School System,Municipal,12,267
2022,Stadtfeld,Primary School,General Education School System,Municipal,15,303
2022,Th. Müntzer,Community School,General Education School System,Municipal,15,300
2022,Editha-Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,35,790
2022,Sudenburg,Primary School,General Education School System,Municipal,15,334
2022,Makarenkoschule1,Special Needs School,General Education School System,Municipal,16,128
2022,Weitlingstraße,Primary School,General Education School System,Municipal,6,131
2022,Annastraße,Primary School,General Education School System,Municipal,11,246
2022,Schmeilstraße,Primary School,General Education School System,Municipal,4,93
2022,Stiftungsgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,15,368
2022,Moldenstraße,Primary School,General Education School System,Municipal,9,164
2022,B.-Brecht-Straße,Primary School,General Education School System,Municipal,10,217
2022,Am Sternsee,Special Needs School,General Education School System,Municipal,22,155
2022,"BbS ""Dr. Otto Schlein"" Pflegeschule",Vocational School (Nursing),Vocational School System,Municipal,49,35
2022,Freie Schule,Primary School,General Education School System,Independent/Private,5,98
2022,Sek. LebenLernen,Secondary School,General Education School System,Independent/Private,8,172
2022,Hand in Hand,Special Needs School,General Education School System,Municipal,10,68
2021,Hegelstr.,Primary School,General Education School System,Municipal,8,136
2021,Im Nordpark,Primary School,General Education School System,Municipal,14,295
2021,Am Umfassungsweg,Primary School,General Education School System,Municipal,8,168
2021,An der Klosterwuhne,Primary School,General Education School System,Municipal,15,327
2021,Am Vogelgesang,Primary School,General Education School System,Municipal,13,262
2021,Am Kannenstieg,Primary School,General Education School System,Municipal,13,259
2021,Kritzmannstraße,Primary School,General Education School System,Municipal,14,271
2021,Nordwest,Primary School,General Education School System,Municipal,8,171
2021,Alt Olvenstedt,Primary School,General Education School System,Municipal,8,174
2021,Am Fliederhof,Primary School,General Education School System,Municipal,10,198
2021,Am Grenzweg,Primary School,General Education School System,Municipal,15,318
2021,Am Glacis,Primary School,General Education School System,Municipal,9,182
2021,Am Westring,Primary School,General Education School System,Municipal,8,159
2021,Diesdorf,Primary School,General Education School System,Municipal,12,252
2021,Friedenshöhe,Primary School,General Education School System,Municipal,10,214
2021,Ottersleben,Primary School,General Education School System,Municipal,18,443
2021,Lindenhof,Primary School,General Education School System,Municipal,16,351
2021,Am Hopfengarten,Primary School,General Education School System,Municipal,8,184
2021,Buckau,Primary School,General Education School System,Municipal,7,151
2021,Salbke,Primary School,General Education School System,Municipal,11,207
2021,Westerhüsen,Primary School,General Education School System,Municipal,8,157
2021,Am Elbdamm,Primary School,General Education School System,Municipal,8,169
2021,Am Brückfeld,Primary School,General Education School System,Municipal,8,176
2021,Am Pechauer Platz,Primary School,General Education School System,Municipal,11,241
2021,Rothensee,Primary School,General Education School System,Municipal,5,118
2021,St. Mechthild,Primary School,General Education School System,Independent/Private,8,185
2021,Evangelische GS MD,Primary School,General Education School System,Independent/Private,8,164
2021,Dreispr. Internat. GS,Primary School,General Education School System,Independent/Private,11,250
2021,G.W.Leibniz,Community School,General Education School System,Municipal,15,361
2021,W.Weitling,Community School,General Education School System,Municipal,18,400
2021,O.Linke,Community School,General Education School System,Municipal,14,345
2021,J.W.v.Goethe,Community School,General Education School System,Municipal,17,369
2021,E.Wille,Community School,General Education School System,Municipal,15,357
2021,A.W.Francke,Community School,General Education School System,Municipal,18,476
2021,H.Heine,Community School,General Education School System,Municipal,12,267
2021,Th.Mann,Community School,General Education School System,Municipal,12,304
2021,H.Schellheimer Sp.Sek.,Secondary School,General Education School System,Municipal,13,280
2021,Hegel - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,38,899
2021,A. - Einstein - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,33,762
2021,Geschw. - Scholl - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,41,961
2021,Gymnasium W. - v. - Siemens,Grammar School (Gymnasium),General Education School System,Municipal,24,560
2021,Sportgymnasium Magdeburg,Grammar School (Gymnasium),General Education School System,Municipal,26,531
2021,Norbertusgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,34,922
2021,Ökumenisches Domgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,32,826
2021,"IGS ""W. Brandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,36,811
2021,"IGS ""Regine Hildebrandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,46,1076
2021,Comenius,Special Needs School,General Education School System,Municipal,15,171
2021,Salzmann,Special Needs School,General Education School System,Municipal,16,181
2021,Kästner,Special Needs School,General Education School System,Municipal,15,151
2021,Anne Frank,Special Needs School,General Education School System,Municipal,9,117
2021,Regenbogen,Special Needs School,General Education School System,Municipal,15,120
2021,Am Wasserfall,Special Needs School,General Education School System,Municipal,15,121
2021,H. Kükelhaus,Special Needs School,General Education School System,Municipal,13,107
2021,"BbS ""O. v. Guericke"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,121,2478
2021,"BbS ""H. Beims"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,44,639
2021,"BbS ""Eike v. Repgow"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,89,1643
2021,"BbS ""Dr. O. Schlein"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,20,396
2021,"BbS ""O. v. Guericke"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,23,406
2021,"BbS ""H. Beims"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,41,628
2021,"BbS ""Eike v. Repgow"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,1,13
2021,"BbS ""Dr. O. Schlein"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,53,1012
2021,Evangelische Sek.,Secondary School,General Education School System,Independent/Private,10,238
2021,Leipziger Straße,Primary School,General Education School System,Municipal,13,300
2021,Freie Waldorfschule,Waldorf School,General Education School System,Independent/Private,25,605
2021,Abendgymnasium,Evening Grammar School,Schools of Second Education Pathway (Adult Education),Municipal,3,27
2021,Kolleg,Adult Education College (Kolleg),Schools of Second Education Pathway (Adult Education),Municipal,8,124
2021,Abendsekundarschule,Evening Secondary School,Schools of Second Education Pathway (Adult Education),Municipal,3,60
2021,Domgrundschule,Primary School,General Education School System,Independent/Private,8,176
2021,Neue Schule,New School,General Education School System,Municipal,12,251
2021,Stadtfeld,Primary School,General Education School System,Municipal,15,315
2021,Th. Müntzer,Community School,General Education School System,Municipal,13,289
2021,Editha-Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,31,707
2021,Sudenburg,Primary School,General Education School System,Municipal,14,333
2021,Makarenkoschule1,Special Needs School,General Education School System,Municipal,16,129
2021,Weitlingstraße,Primary School,General Education School System,Municipal,8,146
2021,Annastraße,Primary School,General Education School System,Municipal,11,247
2021,Schmeilstraße,Primary School,General Education School System,Municipal,5,98
2021,Stiftungsgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,12,288
2021,Moldenstraße,Primary School,General Education School System,Municipal,5,103
2021,B.-Brecht-Straße,Primary School,General Education School System,Municipal,7,160
2021,Am Sternsee,Special Needs School,General Education School System,Municipal,20,147
2021,Freie Schule,Primary School,General Education School System,Independent/Private,4,97
2021,Waldorf,Primary School,General Education School System,Independent/Private,8,194
2021,Sek. LebenLernen,Secondary School,General Education School System,Independent/Private,8,169
2021,Hand in Hand,Special Needs School,General Education School System,Municipal,10,58
2020,Hegelstr.,Primary School,General Education School System,Municipal,8,145
2020,Im Nordpark,Primary School,General Education School System,Municipal,13,288
2020,Am Umfassungsweg,Primary School,General Education School System,Municipal,10,188
2020,An der Klosterwuhne,Primary School,General Education School System,Municipal,15,356
2020,Am Vogelgesang,Primary School,General Education School System,Municipal,12,253
2020,Am Kannenstieg,Primary School,General Education School System,Municipal,12,229
2020,Kritzmannstraße,Primary School,General Education School System,Municipal,14,287
2020,Nordwest,Primary School,General Education School System,Municipal,8,181
2020,Alt Olvenstedt,Primary School,General Education School System,Municipal,8,173
2020,Am Fliederhof,Primary School,General Education School System,Municipal,10,185
2020,Am Grenzweg,Primary School,General Education School System,Municipal,15,322
2020,Am Glacis,Primary School,General Education School System,Municipal,8,173
2020,Am Westring,Primary School,General Education School System,Municipal,9,184
2020,Diesdorf,Primary School,General Education School System,Municipal,11,214
2020,Friedenshöhe,Primary School,General Education School System,Municipal,10,213
2020,Ottersleben,Primary School,General Education School System,Municipal,18,421
2020,Lindenhof,Primary School,General Education School System,Municipal,17,369
2020,Am Hopfengarten,Primary School,General Education School System,Municipal,8,195
2020,Buckau,Primary School,General Education School System,Municipal,7,165
2020,Salbke,Primary School,General Education School System,Municipal,10,218
2020,Westerhüsen,Primary School,General Education School System,Municipal,7,157
2020,Am Elbdamm,Primary School,General Education School System,Municipal,8,173
2020,Am Brückfeld,Primary School,General Education School System,Municipal,9,172
2020,Am Pechauer Platz,Primary School,General Education School System,Municipal,11,234
2020,Rothensee,Primary School,General Education School System,Municipal,6,113
2020,St. Mechthild,Primary School,General Education School System,Independent/Private,8,181
2020,Freie GS,Primary School,General Education School System,Independent/Private,4,97
2020,Evangelische GS MD,Primary School,General Education School System,Independent/Private,8,168
2020,Dreispr. Internat. GS,Primary School,General Education School System,Independent/Private,10,226
2020,G.W.Leibniz,Community School,General Education School System,Municipal,16,357
2020,W.Weitling,Community School,General Education School System,Municipal,18,403
2020,O.Linke,Community School,General Education School System,Municipal,14,339
2020,J.W.v.Goethe,Community School,General Education School System,Municipal,18,415
2020,E.Wille,Community School,General Education School System,Municipal,14,340
2020,A.W.Francke,Community School,General Education School System,Municipal,18,463
2020,H.Heine,Community School,General Education School System,Municipal,12,264
2020,Th.Mann,Community School,General Education School System,Municipal,12,317
2020,H.Schellheimer Sp.Sek.,Secondary School,General Education School System,Municipal,12,274
2020,LebenLernen,Secondary School,General Education School System,Independent/Private,7,159
2020,Hegel - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,38,927
2020,A. - Einstein - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,32,736
2020,Geschw. - Scholl - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,39,922
2020,Gymnasium W. - v. - Siemens,Grammar School (Gymnasium),General Education School System,Municipal,24,559
2020,Sportgymnasium Magdeburg,Grammar School (Gymnasium),General Education School System,Municipal,26,533
2020,Norbertusgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,34,914
2020,Ökumenisches Domgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,26,836
2020,"IGS ""W. Brandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,34,813
2020,"IGS ""Regine Hildebrandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,44,1070
2020,Comenius,Special Needs School,General Education School System,Municipal,15,161
2020,Salzmann,Special Needs School,General Education School System,Municipal,17,181
2020,Kästner,Special Needs School,General Education School System,Municipal,12,131
2020,Anne Frank,Special Needs School,General Education School System,Municipal,10,109
2020,Regenbogen,Special Needs School,General Education School System,Municipal,15,119
2020,Am Wasserfall,Special Needs School,General Education School System,Municipal,15,120
2020,H. Kükelhaus,Special Needs School,General Education School System,Municipal,13,108
2020,"BbS ""O. v. Guericke"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,117,2392
2020,"BbS ""H. Beims"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,44,645
2020,"BbS ""Eike v. Repgow"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,88,1681
2020,"BbS ""Dr. O. Schlein"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,17,350
2020,"BbS ""O. v. Guericke"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,25,439
2020,"BbS ""H. Beims"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,40,639
2020,"BbS ""Eike v. Repgow"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,2,32
2020,"BbS ""Dr. O. Schlein"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,49,993
2020,Evangelische Sek.,Secondary School,General Education School System,Independent/Private,9,216
2020,Leipziger Straße,Primary School,General Education School System,Municipal,16,338
2020,Freie Waldorfschule,Waldorf School,General Education School System,Independent/Private,25,583
2020,Abendgymnasium,Evening Grammar School,Schools of Second Education Pathway (Adult Education),Municipal,3,26
2020,Kolleg,Adult Education College (Kolleg),Schools of Second Education Pathway (Adult Education),Municipal,8,129
2020,Abendsekundarschule,Evening Secondary School,Schools of Second Education Pathway (Adult Education),Municipal,3,62
2020,Domgrundschule,Primary School,General Education School System,Independent/Private,8,178
2020,Neue Schule,New School,General Education School System,Municipal,12,249
2020,Stadtfeld,Primary School,General Education School System,Municipal,16,319
2020,Th. Müntzer,Community School,General Education School System,Municipal,13,296
2020,Editha-Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,28,640
2020,Sudenburg,Primary School,General Education School System,Municipal,14,316
2020,Makarenkoschule1,Special Needs School,General Education School System,Municipal,15,124
2020,Weitlingstraße,Primary School,General Education School System,Municipal,8,163
2020,Annastraße,Primary School,General Education School System,Municipal,11,230
2020,Schmeilstraße,Primary School,General Education School System,Municipal,5,105
2020,Stiftungsgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,9,207
2020,Moldenstraße,Primary School,General Education School System,Municipal,2,41
2020,B.-Brecht-Straße,Primary School,General Education School System,Municipal,5,108
2020,Am Sternsee,Special Needs School,General Education School System,Municipal,17,119
2020,Hand in Hand (Kritzmannstraße),Special Needs School,General Education School System,Municipal,7,49
2019,Hegelstr.,Primary School,General Education School System,Municipal,7,140
2019,Im Nordpark,Primary School,General Education School System,Municipal,12,275
2019,Am Umfassungsweg,Primary School,General Education School System,Municipal,10,204
2019,An der Klosterwuhne,Primary School,General Education School System,Municipal,16,341
2019,Am Vogelgesang,Primary School,General Education School System,Municipal,12,254
2019,Am Kannenstieg,Primary School,General Education School System,Municipal,12,246
2019,Kritzmannstraße,Special Needs School,General Education School System,Municipal,3,23
2019,Kritzmannstraße,Primary School,General Education School System,Municipal,14,284
2019,Nordwest,Primary School,General Education School System,Municipal,8,176
2019,Alt Olvenstedt,Primary School,General Education School System,Municipal,8,177
2019,Am Fliederhof,Primary School,General Education School System,Municipal,9,166
2019,Am Grenzweg,Primary School,General Education School System,Municipal,15,299
2019,Am Glacis,Primary School,General Education School System,Municipal,8,167
2019,Am Westring,Primary School,General Education School System,Municipal,8,185
2019,Diesdorf,Primary School,General Education School System,Municipal,10,199
2019,Friedenshöhe,Primary School,General Education School System,Municipal,10,226
2019,Ottersleben,Primary School,General Education School System,Municipal,18,406
2019,Lindenhof,Primary School,General Education School System,Municipal,18,376
2019,Am Hopfengarten,Primary School,General Education School System,Municipal,9,193
2019,Buckau,Primary School,General Education School System,Municipal,7,167
2019,Salbke,Primary School,General Education School System,Municipal,10,201
2019,Westerhüsen,Primary School,General Education School System,Municipal,7,150
2019,Am Elbdamm,Primary School,General Education School System,Municipal,8,168
2019,Am Brückfeld,Primary School,General Education School System,Municipal,9,177
2019,Am Pechauer Platz,Primary School,General Education School System,Municipal,12,241
2019,Rothensee,Primary School,General Education School System,Municipal,6,103
2019,St. Mechthild,Primary School,General Education School System,Independent/Private,8,181
2019,Freie GS,Primary School,General Education School System,Independent/Private,5,96
2019,Evangelische GS MD,Primary School,General Education School System,Independent/Private,8,168
2019,Dreispr. Internat. GS,Primary School,General Education School System,Independent/Private,9,200
2019,G.W.Leibniz,Community School,General Education School System,Municipal,15,366
2019,W.Weitling,Community School,General Education School System,Municipal,17,400
2019,O.Linke,Community School,General Education School System,Municipal,14,350
2019,J.W.v.Goethe,Community School,General Education School System,Municipal,18,398
2019,E.Wille,Community School,General Education School System,Municipal,14,347
2019,A.W.Francke,Community School,General Education School System,Municipal,18,448
2019,H.Heine,Community School,General Education School System,Municipal,12,288
2019,Th.Mann,Community School,General Education School System,Municipal,12,312
2019,H.Schellheimer Sp.Sek.,Secondary School,General Education School System,Municipal,12,288
2019,LebenLernen,Secondary School,General Education School System,Independent/Private,6,143
2019,Hegel - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,37,916
2019,A. - Einstein - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,34,748
2019,Geschw. - Scholl - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,38,914
